|provider     |sport_code|canonical_league_id|provider_league_id|season|run_group       |enabled|tier|notes                                                                                                                                       |
|-------------|----------|-------------------|------------------|------|----------------|-------|----|--------------------------------------------------------------------------------------------------------------------------------------------|
|api_football |FB        |20,849             |88                |2022  |FB_API_EXPANSION|false  |4   |EU|EU_national_1_2|NL|Eredivisie | DISABLED_IN_FREE_MODE_ODDS                                                                               |
|api_football |FB        |20,852             |61                |2022  |FB_API_EXPANSION|false  |4   |EU|EU_national_1_2|FR|Ligue 1 | DISABLED_IN_FREE_MODE_ODDS                                                                                  |
|api_football |FB        |20,857             |135               |2022  |FB_API_EXPANSION|false  |4   |EU|EU_national_1_2|IT|Serie A | DISABLED_IN_FREE_MODE_ODDS                                                                                  |
|api_football |FB        |20,858             |94                |2022  |FB_API_EXPANSION|false  |4   |EU|EU_national_1_2|PT|Primeira Liga | DISABLED_IN_FREE_MODE_ODDS                                                                            |
|api_football |FB        |20,860             |179               |2022  |FB_API_EXPANSION|false  |4   |EU|UKI_islands_1_2|GB-SCT|Premiership | DISABLED_IN_FREE_MODE_ODDS                                                                          |
|api_football |FB        |20,861             |180               |2022  |FB_API_EXPANSION|false  |4   |EU|UKI_islands_1_2|GB-SCT|Championship | DISABLED_IN_FREE_MODE_ODDS                                                                         |
|api_football |FB        |20,871             |40                |2022  |FB_API_EXPANSION|false  |4   |EU|UKI_EN_1_4|GB-ENG|Championship | DISABLED_IN_FREE_MODE_ODDS                                                                              |
|api_football |FB        |20,876             |41                |2022  |FB_API_EXPANSION|false  |4   |EU|UKI_EN_1_4|GB-ENG|League One | DISABLED_IN_FREE_MODE_ODDS                                                                                |
|api_football |FB        |20,877             |42                |2022  |FB_API_EXPANSION|false  |4   |EU|UKI_EN_1_4|GB-ENG|League Two | DISABLED_IN_FREE_MODE_ODDS                                                                                |
|api_football |FB        |20,930             |110               |2022  |FB_API_EXPANSION|false  |4   |EU|UKI_islands_1_2|GB-WLS|Premier League | DISABLED_IN_FREE_MODE_ODDS                                                                       |
|api_football |FB        |20,939             |119               |2022  |FB_API_EXPANSION|false  |4   |EU|EU_national_1_2|DK|Superliga | DISABLED_IN_FREE_MODE_ODDS                                                                                |
|api_football |FB        |20,940             |120               |2022  |FB_API_EXPANSION|false  |4   |EU|EU_national_1_2|DK|1. Division | DISABLED_IN_FREE_MODE_ODDS                                                                              |
|api_football |FB        |20,948             |271               |2022  |FB_API_EXPANSION|false  |4   |EU|EU_national_1_2|HU|NB I | DISABLED_IN_FREE_MODE_ODDS                                                                                     |
|api_football |FB        |20,949             |272               |2022  |FB_API_EXPANSION|false  |4   |EU|EU_national_1_2|HU|NB II | DISABLED_IN_FREE_MODE_ODDS                                                                                    |
|api_football |FB        |20,962             |197               |2022  |FB_API_EXPANSION|false  |4   |EU|EU_national_1_2|GR|Super League 1 | DISABLED_IN_FREE_MODE_ODDS                                                                           |
|api_football |FB        |21,074             |210               |2022  |FB_API_EXPANSION|false  |4   |EU|EU_national_1_2|HR|HNL | DISABLED_IN_FREE_MODE_ODDS                                                                                      |
|api_football |FB        |21,081             |173               |2022  |FB_API_EXPANSION|false  |4   |EU|EU_national_1_2|BG|Second League | DISABLED_IN_FREE_MODE_ODDS                                                                            |
|api_football |FB        |21,085             |211               |2022  |FB_API_EXPANSION|false  |4   |TOP8 free-mode (2 back / 3 fwd / budget 100) | DISABLED_IN_FREE_MODE_ODDS                                                                   |
|api_football |FB        |21,110             |283               |2022  |FB_API_EXPANSION|false  |4   |EU|EU_national_1_2|RO|Liga I | DISABLED_IN_FREE_MODE_ODDS                                                                                   |
|api_football |FB        |21,111             |284               |2022  |FB_API_EXPANSION|false  |4   |EU|EU_national_1_2|RO|Liga II | DISABLED_IN_FREE_MODE_ODDS                                                                                  |
|football_data|FB        |4                  |2013              |2024  |FB_BOOTSTRAP_V1 |false  |1   |BOOTSTRAP_FROM_EXISTING_LEAGUES_ALL_SPORTS_V1                                                                                               |
|football_data|FB        |6                  |2021              |2024  |FB_BOOTSTRAP_V1 |false  |1   |BOOTSTRAP_FROM_EXISTING_LEAGUES_ALL_SPORTS_V1                                                                                               |
|football_data|FB        |26                 |2015              |2024  |FB_BOOTSTRAP_V1 |false  |1   |BOOTSTRAP_FROM_EXISTING_LEAGUES_ALL_SPORTS_V1                                                                                               |
|football_data|FB        |27                 |2002              |2024  |FB_BOOTSTRAP_V1 |false  |1   |BOOTSTRAP_FROM_EXISTING_LEAGUES_ALL_SPORTS_V1                                                                                               |
|football_data|FB        |28                 |2019              |2024  |FB_BOOTSTRAP_V1 |false  |1   |BOOTSTRAP_FROM_EXISTING_LEAGUES_ALL_SPORTS_V1                                                                                               |
|football_data|FB        |29                 |2003              |2024  |FB_BOOTSTRAP_V1 |false  |1   |BOOTSTRAP_FROM_EXISTING_LEAGUES_ALL_SPORTS_V1                                                                                               |
|football_data|FB        |30                 |2017              |2024  |FB_BOOTSTRAP_V1 |false  |1   |BOOTSTRAP_FROM_EXISTING_LEAGUES_ALL_SPORTS_V1                                                                                               |
|football_data|FB        |32                 |2014              |2024  |FB_BOOTSTRAP_V1 |false  |1   |BOOTSTRAP_FROM_EXISTING_LEAGUES_ALL_SPORTS_V1                                                                                               |
|football_data|FB        |5                  |2016              |2024  |FB_BOOTSTRAP_V1 |false  |2   |BOOTSTRAP_FROM_EXISTING_LEAGUES_ALL_SPORTS_V1                                                                                               |
|football_data|FB        |7                  |2001              |2024  |FB_BOOTSTRAP_V1 |false  |3   |BOOTSTRAP_FROM_EXISTING_LEAGUES_ALL_SPORTS_V1                                                                                               |
|football_data|FB        |8                  |2018              |2024  |FB_BOOTSTRAP_V1 |false  |3   |BOOTSTRAP_FROM_EXISTING_LEAGUES_ALL_SPORTS_V1                                                                                               |
|football_data|FB        |31                 |2152              |2024  |FB_BOOTSTRAP_V1 |false  |3   |BOOTSTRAP_FROM_EXISTING_LEAGUES_ALL_SPORTS_V1                                                                                               |
|football_data|FB        |33                 |2000              |2024  |FB_BOOTSTRAP_V1 |false  |3   |BOOTSTRAP_FROM_EXISTING_LEAGUES_ALL_SPORTS_V1                                                                                               |
|api_football |FB        |20,846             |659               |2024  |FB_BOOTSTRAP_V1 |true   |3   |BOOTSTRAP_FROM_EXISTING_LEAGUES_ALL_SPORTS_V1 | ENABLED_FB_API_FOOTBALL_BOOTSTRAP_V1 | DISABLED_IN_FREE_MODE_ODDS | ENABLED_BOOTSTRAP_V1_FIX|
|api_football |FB        |20,847             |884               |2024  |FB_BOOTSTRAP_V1 |true   |3   |BOOTSTRAP_FROM_EXISTING_LEAGUES_ALL_SPORTS_V1 | ENABLED_FB_API_FOOTBALL_BOOTSTRAP_V1 | DISABLED_IN_FREE_MODE_ODDS | ENABLED_BOOTSTRAP_V1_FIX|
|api_football |FB        |20,848             |4                 |2024  |FB_BOOTSTRAP_V1 |true   |3   |BOOTSTRAP_FROM_EXISTING_LEAGUES_ALL_SPORTS_V1 | ENABLED_FB_API_FOOTBALL_BOOTSTRAP_V1 | DISABLED_IN_FREE_MODE_ODDS | ENABLED_BOOTSTRAP_V1_FIX|
|api_football |FB        |20,849             |88                |2024  |FB_BOOTSTRAP_V1 |true   |3   |BOOTSTRAP_FROM_EXISTING_LEAGUES_ALL_SPORTS_V1 | ENABLED_FB_API_FOOTBALL_BOOTSTRAP_V1 | DISABLED_IN_FREE_MODE_ODDS | ENABLED_BOOTSTRAP_V1_FIX|
|api_football |FB        |20,850             |21                |2024  |FB_BOOTSTRAP_V1 |true   |3   |BOOTSTRAP_FROM_EXISTING_LEAGUES_ALL_SPORTS_V1 | ENABLED_FB_API_FOOTBALL_BOOTSTRAP_V1 | DISABLED_IN_FREE_MODE_ODDS | ENABLED_BOOTSTRAP_V1_FIX|
|api_football |FB        |20,851             |62                |2024  |FB_BOOTSTRAP_V1 |true   |3   |BOOTSTRAP_FROM_EXISTING_LEAGUES_ALL_SPORTS_V1 | ENABLED_FB_API_FOOTBALL_BOOTSTRAP_V1 | DISABLED_IN_FREE_MODE_ODDS | ENABLED_BOOTSTRAP_V1_FIX|
|api_football |FB        |20,852             |61                |2024  |FB_BOOTSTRAP_V1 |true   |3   |BOOTSTRAP_FROM_EXISTING_LEAGUES_ALL_SPORTS_V1 | ENABLED_FB_API_FOOTBALL_BOOTSTRAP_V1 | DISABLED_IN_FREE_MODE_ODDS | ENABLED_BOOTSTRAP_V1_FIX|
|api_football |FB        |20,853             |144               |2024  |FB_BOOTSTRAP_V1 |true   |3   |BOOTSTRAP_FROM_EXISTING_LEAGUES_ALL_SPORTS_V1 | ENABLED_FB_API_FOOTBALL_BOOTSTRAP_V1 | DISABLED_IN_FREE_MODE_ODDS | ENABLED_BOOTSTRAP_V1_FIX|
|api_football |FB        |20,854             |71                |2024  |FB_BOOTSTRAP_V1 |true   |3   |BOOTSTRAP_FROM_EXISTING_LEAGUES_ALL_SPORTS_V1 | ENABLED_FB_API_FOOTBALL_BOOTSTRAP_V1 | DISABLED_IN_FREE_MODE_ODDS | ENABLED_BOOTSTRAP_V1_FIX|
|api_football |FB        |20,855             |39                |2024  |FB_BOOTSTRAP_V1 |true   |3   |BOOTSTRAP_FROM_EXISTING_LEAGUES_ALL_SPORTS_V1 | ENABLED_FB_API_FOOTBALL_BOOTSTRAP_V1 | DISABLED_IN_FREE_MODE_ODDS | ENABLED_BOOTSTRAP_V1_FIX|
|api_football |FB        |20,856             |78                |2024  |FB_BOOTSTRAP_V1 |true   |3   |BOOTSTRAP_FROM_EXISTING_LEAGUES_ALL_SPORTS_V1 | ENABLED_FB_API_FOOTBALL_BOOTSTRAP_V1 | DISABLED_IN_FREE_MODE_ODDS | ENABLED_BOOTSTRAP_V1_FIX|
|api_football |FB        |20,857             |135               |2024  |FB_BOOTSTRAP_V1 |true   |3   |BOOTSTRAP_FROM_EXISTING_LEAGUES_ALL_SPORTS_V1 | ENABLED_FB_API_FOOTBALL_BOOTSTRAP_V1 | DISABLED_IN_FREE_MODE_ODDS | ENABLED_BOOTSTRAP_V1_FIX|
|api_football |FB        |20,858             |94                |2024  |FB_BOOTSTRAP_V1 |true   |3   |BOOTSTRAP_FROM_EXISTING_LEAGUES_ALL_SPORTS_V1 | ENABLED_FB_API_FOOTBALL_BOOTSTRAP_V1 | DISABLED_IN_FREE_MODE_ODDS | ENABLED_BOOTSTRAP_V1_FIX|
|api_football |FB        |20,859             |140               |2024  |FB_BOOTSTRAP_V1 |true   |3   |BOOTSTRAP_FROM_EXISTING_LEAGUES_ALL_SPORTS_V1 | ENABLED_FB_API_FOOTBALL_BOOTSTRAP_V1 | DISABLED_IN_FREE_MODE_ODDS | ENABLED_BOOTSTRAP_V1_FIX|
|api_football |FB        |20,860             |179               |2024  |FB_BOOTSTRAP_V1 |true   |3   |BOOTSTRAP_FROM_EXISTING_LEAGUES_ALL_SPORTS_V1 | ENABLED_FB_API_FOOTBALL_BOOTSTRAP_V1 | DISABLED_IN_FREE_MODE_ODDS | ENABLED_BOOTSTRAP_V1_FIX|
|api_football |FB        |20,861             |180               |2024  |FB_BOOTSTRAP_V1 |true   |3   |BOOTSTRAP_FROM_EXISTING_LEAGUES_ALL_SPORTS_V1 | ENABLED_FB_API_FOOTBALL_BOOTSTRAP_V1 | DISABLED_IN_FREE_MODE_ODDS | ENABLED_BOOTSTRAP_V1_FIX|
|api_football |FB        |20,862             |1                 |2024  |FB_BOOTSTRAP_V1 |true   |3   |BOOTSTRAP_FROM_EXISTING_LEAGUES_ALL_SPORTS_V1 | ENABLED_FB_API_FOOTBALL_BOOTSTRAP_V1 | DISABLED_IN_FREE_MODE_ODDS | ENABLED_BOOTSTRAP_V1_FIX|
|api_football |FB        |20,863             |803               |2024  |FB_BOOTSTRAP_V1 |true   |3   |BOOTSTRAP_FROM_EXISTING_LEAGUES_ALL_SPORTS_V1 | ENABLED_FB_API_FOOTBALL_BOOTSTRAP_V1 | DISABLED_IN_FREE_MODE_ODDS | ENABLED_BOOTSTRAP_V1_FIX|
|api_football |FB        |20,864             |45                |2024  |FB_BOOTSTRAP_V1 |true   |3   |BOOTSTRAP_FROM_EXISTING_LEAGUES_ALL_SPORTS_V1 | ENABLED_FB_API_FOOTBALL_BOOTSTRAP_V1 | DISABLED_IN_FREE_MODE_ODDS | ENABLED_BOOTSTRAP_V1_FIX|
|api_football |FB        |20,865             |530               |2024  |FB_BOOTSTRAP_V1 |true   |3   |BOOTSTRAP_FROM_EXISTING_LEAGUES_ALL_SPORTS_V1 | ENABLED_FB_API_FOOTBALL_BOOTSTRAP_V1 | DISABLED_IN_FREE_MODE_ODDS | ENABLED_BOOTSTRAP_V1_FIX|
